index,artist,title,medium,year,width,height,gender,artistBirthYear,acquisitionYear,url
12540,"Phillips, Esq Tom",[no title: p. 324],Screenprint on paper,1970,0.194,0.14,Male,1937,1975,http://www.tate.org.uk/art/artworks/phillips-no-title-p-324-p04994
12541,"Phillips, Esq Tom",Benches,Acrylic paint on canvas,1970,1.219,2.762,Male,1937,1971,http://www.tate.org.uk/art/artworks/phillips-benches-t01327
12542,"Piche, Roland","River in Red, Yellow and Blue",Screenprint on paper,1970,0.629,0.813,Male,1938,1975,http://www.tate.org.uk/art/artworks/piche-river-in-red-yellow-and-blue-p04997
12543,"Piche, Roland",Roundabout,Screenprint on paper,1970,0.743,0.616,Male,1938,1975,http://www.tate.org.uk/art/artworks/piche-roundabout-p04998
12544,"Piche, Roland",Summer Portrait,Screenprint on paper,1970,0.686,0.705,Male,1938,1975,http://www.tate.org.uk/art/artworks/piche-summer-portrait-p04999
12545,"Piche, Roland",Yellow and Red Spaceframe,Screenprint on paper,1970,0.991,0.724,Male,1938,1975,http://www.tate.org.uk/art/artworks/piche-yellow-and-red-spaceframe-p05001
12546,"Piper, Edward",1,Screenprint on paper,1970,0.71,0.551,Male,1938,1975,http://www.tate.org.uk/art/artworks/piper-1-p05006
12547,"Piper, Edward",2,Screenprint on paper,1970,0.7,0.533,Male,1938,1975,http://www.tate.org.uk/art/artworks/piper-2-p05007
12548,"Piper, Edward",3,Screenprint on paper,1970,0.699,0.548,Male,1938,1975,http://www.tate.org.uk/art/artworks/piper-3-p05008
12549,"Piper, Edward",4,Screenprint on paper,1970,0.692,0.538,Male,1938,1975,http://www.tate.org.uk/art/artworks/piper-4-p05009
12550,"Piper, Edward",5,Screenprint and collage on paper,1970,0.702,0.533,Male,1938,1975,http://www.tate.org.uk/art/artworks/piper-5-p05010
12551,"Piper, Edward",6,Screenprint on paper,1970,0.699,0.535,Male,1938,1975,http://www.tate.org.uk/art/artworks/piper-6-p05011
12552,"House, Gordon",Cornered Circuit,Etching and aquatint on paper,1970,0.251,0.254,Male,1932,1975,http://www.tate.org.uk/art/artworks/house-cornered-circuit-p01174
12553,"Portway, Douglas",White Screen,Oil paint on canvas,1970,1.016,1.27,Male,1922,1971,http://www.tate.org.uk/art/artworks/portway-white-screen-t01479
12554,"Rainer, Arnulf",Untitled (Face Farce),"Photograph, black and white, on paper, wax crayon and watercolour",1970,0.59,0.417,Male,1929,1984,http://www.tate.org.uk/art/artworks/rainer-untitled-face-farce-t03905
12555,"Richards, Ceri",Portrait of Beethoven,Screenprint on paper,1970,0.596,0.497,Male,1903,1975,http://www.tate.org.uk/art/artworks/richards-portrait-of-beethoven-p05071
12556,"Richards, Ceri",Music Room,Screenprint on paper,1970,0.587,0.507,Male,1903,1975,http://www.tate.org.uk/art/artworks/richards-music-room-p05072
12557,"Richards, Ceri",Bagatelle,Screenprint on paper,1970,0.407,0.583,Male,1903,1975,http://www.tate.org.uk/art/artworks/richards-bagatelle-p05073
12558,"Richards, Ceri",Violon d'Ingres,Screenprint on paper,1970,0.402,0.582,Male,1903,1975,http://www.tate.org.uk/art/artworks/richards-violon-dingres-p05074
12559,"Richards, Ceri",Prometheus II,Screenprint on paper,1970,0.717,0.546,Male,1903,1975,http://www.tate.org.uk/art/artworks/richards-prometheus-ii-p05075
12560,"Richards, Ceri",Pastorale,Screenprint on paper,1970,0.762,0.452,Male,1903,1975,http://www.tate.org.uk/art/artworks/richards-pastorale-p05076
12561,"Richards, Ceri",Major-Minor Orange-Blue,Screenprint on paper,1970,0.526,0.492,Male,1903,1975,http://www.tate.org.uk/art/artworks/richards-major-minor-orange-blue-p05077
12562,"Richards, Ceri",Missa Solemnis,Screenprint on paper,1970,0.51,0.476,Male,1903,1975,http://www.tate.org.uk/art/artworks/richards-missa-solemnis-p05078
12563,"Richards, Ceri",The Inaudible Tenth,Screenprint on paper,1970,0.562,0.482,Male,1903,1975,http://www.tate.org.uk/art/artworks/richards-the-inaudible-tenth-p05079
12564,"Richards, Ceri",Prometheus,Screenprint on paper,1970,0.671,0.514,Male,1903,1975,http://www.tate.org.uk/art/artworks/richards-prometheus-p05080
12565,"Richards, Ceri",[title not known],Lithograph on paper,1970,0.368,0.279,Male,1903,1975,http://www.tate.org.uk/art/artworks/richards-title-not-known-p06486
12566,"Richards, Ceri",[title not known],Lithograph on paper,1970,0.368,0.279,Male,1903,1975,http://www.tate.org.uk/art/artworks/richards-title-not-known-p06487
12567,"Rivers, Larry",[cover],Screenprint and mixed media on paper,1970,0.497,0.759,Male,1923,1975,http://www.tate.org.uk/art/artworks/rivers-cover-p05088
12568,"Rivers, Larry",Boston Harbor and Shooting,Screenprint on paper,1970,0.492,0.695,Male,1923,1975,http://www.tate.org.uk/art/artworks/rivers-boston-harbor-and-shooting-p05089
12569,"Rivers, Larry",Enlisted Man and Officer,Screenprint on paper,1970,0.491,0.718,Male,1923,1975,http://www.tate.org.uk/art/artworks/rivers-enlisted-man-and-officer-p05091
12570,"Rivers, Larry",40th Regiment,Screenprint on paper,1970,0.49,0.711,Male,1923,1975,http://www.tate.org.uk/art/artworks/rivers-40th-regiment-p05092
12571,"Rivers, Larry",Ready-Aim,Screenprint on paper,1970,0.489,0.708,Male,1923,1975,http://www.tate.org.uk/art/artworks/rivers-ready-aim-p05093
12572,"Rivers, Larry",Black Revue,Screenprint on paper,1970,0.487,0.695,Male,1923,1975,http://www.tate.org.uk/art/artworks/rivers-black-revue-p05095
12573,"Rivers, Larry",Victims,Screenprint on paper,1970,0.488,0.706,Male,1923,1975,http://www.tate.org.uk/art/artworks/rivers-victims-p05096
12574,"Rivers, Larry",Observation,Screenprint on paper,1970,0.487,0.71,Male,1923,1975,http://www.tate.org.uk/art/artworks/rivers-observation-p05098
12575,"Rivers, Larry",Redcoats - Mist,Screenprint on paper,1970,0.486,0.711,Male,1923,1975,http://www.tate.org.uk/art/artworks/rivers-redcoats-mist-p05099
12576,"Rivers, Larry",Redcoats (Fold-Out),Screenprint and mixed media on paper,1970,0.486,1.131,Male,1923,1975,http://www.tate.org.uk/art/artworks/rivers-redcoats-fold-out-p05100
12577,"Rivers, Larry",Confederate Soldier,Screenprint and mixed media on paper,1970,0.73,0.502,Male,1923,1975,http://www.tate.org.uk/art/artworks/rivers-confederate-soldier-p05101
12578,"Rivers, Larry",Girlie,Screenprint on paper,1970,0.756,0.457,Male,1923,1975,http://www.tate.org.uk/art/artworks/rivers-girlie-p05102
12579,"Rogers, Claude",The Paraplegic,Oil paint on board,1970,0.486,0.483,Male,1907,1978,http://www.tate.org.uk/art/artworks/rogers-the-paraplegic-t02326
12580,"Roth, Dieter",Calm Life,Intaglio print on paper,1970,0.489,0.629,Male,1930,1978,http://www.tate.org.uk/art/artworks/roth-calm-life-p01834
12581,"Roth, Dieter",Cologne,Screenprint on paper,1970,0.705,1,Male,1930,1978,http://www.tate.org.uk/art/artworks/roth-cologne-p01835
12582,"Roth, Dieter",Berlin 1,Screenprint on paper,1970,0.552,0.768,Male,1930,1978,http://www.tate.org.uk/art/artworks/roth-berlin-1-p01836
12583,"Roth, Dieter",Berlin 2,Screenprint on paper,1970,0.552,0.768,Male,1930,1978,http://www.tate.org.uk/art/artworks/roth-berlin-2-p01837
12584,"Roth, Dieter",Dusseldorf,Screenprint on paper,1970,0.552,0.768,Male,1930,1978,http://www.tate.org.uk/art/artworks/roth-dusseldorf-p01838
12585,"Roth, Dieter",Heidelberg,Screenprint on paper,1970,0.489,0.73,Male,1930,1978,http://www.tate.org.uk/art/artworks/roth-heidelberg-p01839
12586,"Roth, Dieter",Small Theatre,Screenprint on paper,1970,0.502,0.702,Male,1930,1978,http://www.tate.org.uk/art/artworks/roth-small-theatre-p01840
12587,"Roth, Dieter",3 Knights,Screenprint on paper,1970,0.533,0.746,Male,1930,1978,http://www.tate.org.uk/art/artworks/roth-3-knights-p01841
12588,"Rothenstein, Michael",Fathers,Woodcut and screenprint on paper,1970,0.562,0.8,Male,1908,1975,http://www.tate.org.uk/art/artworks/rothenstein-fathers-p01580
12589,"Rowntree, Kenneth",Welsh Print,Screenprint on paper,1970,0.3,0.377,Male,1915,1985,http://www.tate.org.uk/art/artworks/rowntree-welsh-print-p02835
12590,"Scarfe, Gerald, CBE",Ian Fleming as James Bond,Lithograph on paper,1970,0.737,0.546,Male,1936,1975,http://www.tate.org.uk/art/artworks/scarfe-ian-fleming-as-james-bond-p06544
12591,"Scarfe, Gerald, CBE",Lennon and Ono,Lithograph on paper,1970,0.746,0.562,Male,1936,1975,http://www.tate.org.uk/art/artworks/scarfe-lennon-and-ono-p06545
12592,"Scarfe, Gerald, CBE",Pope and the Pill,Lithograph on paper,1970,0.752,0.562,Male,1936,1975,http://www.tate.org.uk/art/artworks/scarfe-pope-and-the-pill-p06546
12593,"Scarfe, Gerald, CBE",The Queen,Lithograph on paper,1970,0.746,0.521,Male,1936,1975,http://www.tate.org.uk/art/artworks/scarfe-the-queen-p06547
12594,"Scarfe, Gerald, CBE",Spiro Agnew,Lithograph on paper,1970,0.778,0.587,Male,1936,1975,http://www.tate.org.uk/art/artworks/scarfe-spiro-agnew-p06548
12595,"Scott, William","Black Pan, Beige Cup on Brown",Screenprint on paper,1970,0.597,0.787,Male,1913,1975,http://www.tate.org.uk/art/artworks/scott-black-pan-beige-cup-on-brown-p05103
12596,"Scott, William","Bottle and Bowl, Blues on Green",Screenprint on paper,1970,0.594,0.778,Male,1913,1975,http://www.tate.org.uk/art/artworks/scott-bottle-and-bowl-blues-on-green-p05104
12597,"Scott, William",Cup and Pan Blues,Screenprint on paper,1970,0.594,0.883,Male,1913,1975,http://www.tate.org.uk/art/artworks/scott-cup-and-pan-blues-p05105
12598,"Scott, William","Cup, Bowl, Pan, Browns and Ochres",Screenprint on paper,1970,0.597,0.886,Male,1913,1975,http://www.tate.org.uk/art/artworks/scott-cup-bowl-pan-browns-and-ochres-p05106
12599,"Scott, William","White Bowl, Black Pan on Brown",Screenprint on paper,1970,0.594,0.778,Male,1913,1975,http://www.tate.org.uk/art/artworks/scott-white-bowl-black-pan-on-brown-p05107
12600,"Sedgley, Peter",Colour Cycle III,Acrylic paint on canvas,1970,1.841,1.829,Male,1930,1970,http://www.tate.org.uk/art/artworks/sedgley-colour-cycle-iii-t01237
12601,"Smith, Richard",Triangular,Acrylic paint on canvas,1970,2.032,3.81,Male,1931,1980,http://www.tate.org.uk/art/artworks/smith-triangular-t03115
12602,"Thrall, Arthur",Proclamation,Intaglio print on paper,1970,0.603,0.451,Male,1926,1975,http://www.tate.org.uk/art/artworks/thrall-proclamation-p01618
12603,"Tilson, Joe",Bela Lugosi Journal II,Intaglio print on paper,1970,0.787,0.518,Male,1928,1975,http://www.tate.org.uk/art/artworks/tilson-bela-lugosi-journal-ii-p01622
12604,"Tilson, Joe",Che Guevara (page 39),Intaglio print on paper,1970,0.781,0.508,Male,1928,1975,http://www.tate.org.uk/art/artworks/tilson-che-guevara-page-39-p01623
12605,"Tilson, Joe",He She and It I,Intaglio print on paper,1970,0.788,0.51,Male,1928,1975,http://www.tate.org.uk/art/artworks/tilson-he-she-and-it-i-p01624
12606,"Tilson, Joe",He She and It II,Intaglio print on paper,1970,0.783,0.512,Male,1928,1975,http://www.tate.org.uk/art/artworks/tilson-he-she-and-it-ii-p01625
12607,"Tilson, Joe",He She and It III,Intaglio print on paper,1970,0.79,0.516,Male,1928,1975,http://www.tate.org.uk/art/artworks/tilson-he-she-and-it-iii-p01626
12608,"Tilson, Joe",Muhammad Speaks,Intaglio print on paper,1970,0.797,0.53,Male,1928,1975,http://www.tate.org.uk/art/artworks/tilson-muhammad-speaks-p01627
12609,"Tilson, Joe",Snow White and the Black Dwarf,Intaglio print on paper,1970,0.781,0.511,Male,1928,1975,http://www.tate.org.uk/art/artworks/tilson-snow-white-and-the-black-dwarf-p01628
12610,"Tilson, Joe",Alchera,Screenprint on paper,1970,0.737,0.683,Male,1928,1978,http://www.tate.org.uk/art/artworks/tilson-alchera-p02451
12611,"Tilson, Joe",A E I O U,Printed papers on screenprint on paper,1970,0.74,0.489,Male,1928,1975,http://www.tate.org.uk/art/artworks/tilson-a-e-i-o-u-p05215
12612,"Tilson, Joe",Ho Chi Minh,"Screenprint on paper, wood and string",1970,1.032,0.702,Male,1928,1975,http://www.tate.org.uk/art/artworks/tilson-ho-chi-minh-p05216
12613,"Tilson, Joe",Jan Palach,Screenprint and mixed media on paper,1970,1.029,0.698,Male,1928,1975,http://www.tate.org.uk/art/artworks/tilson-jan-palach-p05217
12614,"Tinguely, Jean",Debricollage,"Metal, plastic, wood and electric motor",1970,0.515,0.7,Male,1925,1984,http://www.tate.org.uk/art/artworks/tinguely-debricollage-t03822
12615,"Tucker, William",Shuttler B,"Wood, creosote and hinges",1970,1.968,2,Male,1935,1973,http://www.tate.org.uk/art/artworks/tucker-shuttler-b-t01816
12616,"Tyson, Ian",Knights Eminence,Screenprint on paper,1970,0.305,0.508,Male,1933,1975,http://www.tate.org.uk/art/artworks/tyson-knights-eminence-p01695
12617,"Tyson, Ian",Mask Masque,Screenprint on paper,1970,0.305,0.508,Male,1933,1975,http://www.tate.org.uk/art/artworks/tyson-mask-masque-p01696
12618,"Tyson, Ian",23rd Light Poem 7th Poem for Larry Eigner 15 January 1969,Screenprint on paper,1970,0.305,0.508,Male,1933,1975,http://www.tate.org.uk/art/artworks/tyson-23rd-light-poem-7th-poem-for-larry-eigner-15-january-1969-p01697
12619,"Tyson, Ian",Mid West I,Screenprint on paper,1970,0.864,0.152,Male,1933,1975,http://www.tate.org.uk/art/artworks/tyson-mid-west-i-p05262
12620,"Tyson, Ian",Mid West II,Screenprint on paper,1970,0.864,0.152,Male,1933,1975,http://www.tate.org.uk/art/artworks/tyson-mid-west-ii-p05263
12621,"Tyson, Ian",Mid West III,Screenprint on paper,1970,0.864,0.152,Male,1933,1975,http://www.tate.org.uk/art/artworks/tyson-mid-west-iii-p05264
12622,"Tyzack, Michael",Leutgeb,Acrylic paint on canvas,1970,2.15,1.221,Male,1933,1970,http://www.tate.org.uk/art/artworks/tyzack-leutgeb-t01225
12623,"Vezelay, Paule","A Circle, a Diamond & Two White Lines",Screenprint on paper,1970,0.438,0.279,Female,1892,1979,http://www.tate.org.uk/art/artworks/vezelay-a-circle-a-diamond-two-white-lines-p02521
12624,"Vezelay, Paule",Contrasted Curves,Screenprint on paper,1970,0.47,0.33,Female,1892,1979,http://www.tate.org.uk/art/artworks/vezelay-contrasted-curves-p02522
12625,"Walker, John",Untitled,Screenprint on paper,1970,0.686,0.997,Male,1939,1975,http://www.tate.org.uk/art/artworks/walker-untitled-p01666
12626,"Walker, John",Untitled,Screenprint on paper,1970,0.689,1.003,Male,1939,1975,http://www.tate.org.uk/art/artworks/walker-untitled-p01667
12627,"Winner, Gerd",[title page],Screenprint on paper,1970,0.882,0.711,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-title-page-p05303
12628,"Winner, Gerd",[no title],Screenprint on paper,1970,1.015,0.762,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-no-title-p05304
12629,"Winner, Gerd",[no title],Screenprint on paper,1970,1.015,0.763,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-no-title-p05305
12630,"Winner, Gerd",[no title],Screenprint on paper,1970,1.017,0.763,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-no-title-p05306
12631,"Winner, Gerd",[no title],Screenprint on paper,1970,0.713,0.713,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-no-title-p05307
12632,"Winner, Gerd",[title page],Screenprint on paper,1970,1.041,0.79,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-title-page-p05320
12633,"Winner, Gerd",Dust-Cart,Screenprint on paper,1970,1.042,0.79,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-dust-cart-p05321
12634,"Winner, Gerd",Green Line Bus,Screenprint on paper,1970,1.042,0.79,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-green-line-bus-p05322
12635,"Winner, Gerd",Pollock' Long Distance Lorry,Screenprint on paper,1970,1.042,0.79,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-pollock-long-distance-lorry-p05323
12636,"Winner, Gerd",Red Arrow Bus,Screenprint on paper,1970,1.042,0.79,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-red-arrow-bus-p05324
12637,"Winner, Gerd",Suburban Train,Screenprint on paper,1970,1.042,0.79,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-suburban-train-p05325
12638,"Winner, Gerd",Tube Train,Screenprint on paper,1970,1.042,0.79,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-tube-train-p05326
12639,"Winner, Gerd",Victoire [title page],Screenprint on paper,1970,0.916,0.703,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-victoire-title-page-p05327
12640,"Winner, Gerd","Back-yard, Kreuzberg",Screenprint on paper,1970,0.962,0.711,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-back-yard-kreuzberg-p05328
12641,"Winner, Gerd",Hotel Metro,Screenprint on paper,1970,1.01,0.764,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-hotel-metro-p05329
12642,"Winner, Gerd",Marcus,Screenprint on paper,1970,0.925,0.704,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-marcus-p05330
12643,"Winner, Gerd",Urinal,Screenprint on paper,1970,1.015,0.766,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-urinal-p05331
12644,"Winner, Gerd",Underground Station Hallesches Tor,Screenprint on paper,1970,0.867,0.707,Male,1936,1975,http://www.tate.org.uk/art/artworks/winner-underground-station-hallesches-tor-p05332
12645,"Yale, Brian",Plan of Progress,Screenprint on paper,1970,0.6,0.502,Male,1936,1976,http://www.tate.org.uk/art/artworks/yale-plan-of-progress-p01772
12646,"Caulfield, Patrick",Interior: Noon,Screenprint on paper,1970,0.71,0.585,Male,1936,1975,http://www.tate.org.uk/art/artworks/caulfield-interior-noon-p04094
12647,"Vaughan, Keith",Untitled (Male Figure),Charcoal on paper,1970,0.795,0.575,Male,1912,1989,http://www.tate.org.uk/art/artworks/vaughan-untitled-male-figure-t05704
12648,"Music, Zoran",We Are Not the Last,Etching on paper,1970,0.274,0.393,Male,1909,1990,http://www.tate.org.uk/art/artworks/music-we-are-not-the-last-p02962
12649,"Music, Zoran",We Are Not the Last,Intaglio print on paper,1970,0.394,0.279,Male,1909,1990,http://www.tate.org.uk/art/artworks/music-we-are-not-the-last-p02963
12650,"Music, Zoran",We Are Not the Last,Etching on paper,1970,0.348,0.522,Male,1909,1990,http://www.tate.org.uk/art/artworks/music-we-are-not-the-last-p02964
12651,"Music, Zoran",We Are Not the Last,Etching on paper,1970,0.348,0.522,Male,1909,1990,http://www.tate.org.uk/art/artworks/music-we-are-not-the-last-p02965
12652,"Music, Zoran",We Are Not the Last,Etching on paper,1970,0.472,0.347,Male,1909,1990,http://www.tate.org.uk/art/artworks/music-we-are-not-the-last-p02966
12653,"Music, Zoran",We Are Not the Last,Etching on paper,1970,0.565,0.405,Male,1909,1990,http://www.tate.org.uk/art/artworks/music-we-are-not-the-last-p02967
12654,"Music, Zoran",We Are Not the Last,Etching on paper,1970,0.402,0.564,Male,1909,1990,http://www.tate.org.uk/art/artworks/music-we-are-not-the-last-p02968
12655,"Ski<f6>ld, Birgit",Silver Temple I,Etching on paper,1970,0.19,0.697,Female,1923,1991,http://www.tate.org.uk/art/artworks/skiold-silver-temple-i-p11291
12656,"Picasso, Pablo","Etching: 3 February 1970 IV (5, 6 March 1970) (L.10)",Etching and aquatint on paper,1970,0.5,0.42,Male,1881,1993,http://www.tate.org.uk/art/artworks/picasso-etching-3-february-1970-iv-5-6-march-1970-l10-p77583
12657,"Picasso, Pablo","Etching: 11, 28 February 1970 3, 16, 30 March 1970 (L.13)",Etching on paper,1970,0.51,0.64,Male,1881,1993,http://www.tate.org.uk/art/artworks/picasso-etching-11-28-february-1970-3-16-30-march-1970-l13-p77584
12658,"Picasso, Pablo",Etching: 19 February 1970 (L.16),Etching on paper,1970,0.51,0.64,Male,1881,1993,http://www.tate.org.uk/art/artworks/picasso-etching-19-february-1970-l16-p77585
12659,"Picasso, Pablo","Etching: (12 March 1970 II) 31 March 1970, 2 April 1970 (L.21)",Aquatint and drypoint on paper,1970,0.51,0.54,Male,1881,1993,http://www.tate.org.uk/art/artworks/picasso-etching-12-march-1970-ii-31-march-1970-2-april-1970-l21-p77586
12660,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne' (National Gallery),Graphite on paper,1970,0.229,0.304,Male,1931,1993,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-national-gallery-t06714
12661,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne' (National Gallery),Graphite on paper,1970,0.228,0.254,Male,1931,1993,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-national-gallery-t06715
12662,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne' (National Gallery),Graphite on paper,1970,0.228,0.259,Male,1931,1993,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-national-gallery-t06716
12663,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne' (National Gallery),Graphite on paper,1970,0.228,0.247,Male,1931,1993,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-national-gallery-t06717
12664,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne' (National Gallery),Graphite on paper,1970,0.228,0.264,Male,1931,1993,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-national-gallery-t06718
12665,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne' (National Gallery),Graphite on paper,1970,0.228,0.305,Male,1931,1993,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-national-gallery-t06719
12666,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne' (National Gallery). Verso: Sketch from Titian's Bacchus and Ariadne' (National Gallery),Graphite on paper. Verso: graphite on paper,1970,0.228,0.279,Male,1931,1993,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-national-gallery-verso-sketch-from-t06720
12667,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne' (National Gallery),Graphite on paper,1970,0.228,0.276,Male,1931,1993,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-national-gallery-t06721
12668,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne' (National Gallery),Graphite on paper,1970,0.228,0.281,Male,1931,1993,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-national-gallery-t06722
12669,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne' (National Gallery),Graphite on paper,1970,0.228,0.274,Male,1931,1993,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-national-gallery-t06723
12670,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne' (National Gallery),Graphite on paper,1970,0.228,0.305,Male,1931,1993,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-national-gallery-t06724
12671,"Auerbach, Frank",Sketch from Titian's Bacchus and Ariadne' (National Gallery),Graphite on paper,1970,0.228,0.305,Male,1931,1993,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-titians-bacchus-and-ariadne-national-gallery-t06725
12672,"Moynihan, Rodrigo",Watercolour Box and Brushes,Charcoal and crayon on paper,1970,0.773,0.58,Male,1910,1994,http://www.tate.org.uk/art/artworks/moynihan-watercolour-box-and-brushes-t06846
12673,"Nauman, Bruce",a,Screenprint on paper,1970,0.517,0.662,Male,1941,1994,http://www.tate.org.uk/art/artworks/nauman-a-p77629
12674,"Nauman, Bruce",e,Screenprint on paper,1970,0.518,0.662,Male,1941,1994,http://www.tate.org.uk/art/artworks/nauman-e-p77633
12675,"Nauman, Bruce",d,Screenprint on paper,1970,0.518,0.662,Male,1941,1994,http://www.tate.org.uk/art/artworks/nauman-d-p77632
12676,"Nauman, Bruce",c,Screenprint on paper,1970,0.518,0.662,Male,1941,1994,http://www.tate.org.uk/art/artworks/nauman-c-p77631
12677,"Nauman, Bruce",b,Screenprint on paper,1970,0.513,0.662,Male,1941,1994,http://www.tate.org.uk/art/artworks/nauman-b-p77630
12678,"Arikha, Avigdor",Anne with Hand on Mouth,Lithograph on paper,1970,0.383,0.34,Male,1929,1994,http://www.tate.org.uk/art/artworks/arikha-anne-with-hand-on-mouth-p77663
12679,"Kinley, Peter",Four Sheep,Oil paint on canvas,1970,2.033,2.592,Male,1926,1994,http://www.tate.org.uk/art/artworks/kinley-four-sheep-t06880
12680,"Kelly, Ellsworth",Black Square with Blue,Oil paint on 2 canvases,1970,3.048,3.048,Male,1923,1996,http://www.tate.org.uk/art/artworks/kelly-black-square-with-blue-t07106
12681,"Guston, Philip",The Street,Lithograph on paper,1970,0.57,0.764,Male,1913,1996,http://www.tate.org.uk/art/artworks/guston-the-street-p11406
12682,"Collins, Elisabeth",Listening Woman,Gouache on card,1970,0.543,0.417,Female,1904,1996,http://www.tate.org.uk/art/artworks/collins-listening-woman-t07197
12683,"Roth, Dieter",[title not known],Screenprint and lithograph on paper,1970,0.5,0.7,Male,1930,1997,http://www.tate.org.uk/art/artworks/roth-title-not-known-p11488
12684,"Roth, Dieter",[title not known],Screenprint and lithograph on paper,1970,0.5,0.7,Male,1930,1997,http://www.tate.org.uk/art/artworks/roth-title-not-known-p11493
12685,"Roth, Dieter",[title not known],Screenprint and lithograph on paper,1970,0.5,0.7,Male,1930,1997,http://www.tate.org.uk/art/artworks/roth-title-not-known-p11492
12686,"Roth, Dieter",[title not known],Screenprint and lithograph on paper,1970,0.5,0.7,Male,1930,1997,http://www.tate.org.uk/art/artworks/roth-title-not-known-p11491
12687,"Roth, Dieter",[title not known],Screenprint and lithograph on paper,1970,0.5,0.7,Male,1930,1997,http://www.tate.org.uk/art/artworks/roth-title-not-known-p11490
12688,"Roth, Dieter",[title not known],Screenprint and lithograph on paper,1970,0.5,0.7,Male,1930,1997,http://www.tate.org.uk/art/artworks/roth-title-not-known-p11489
12689,"Downton, John",The Nurse and Child,Tempera on wood,1970,0.353,0.346,Male,1906,1998,http://www.tate.org.uk/art/artworks/downton-the-nurse-and-child-t07389
12690,"Downton, John",The Nurse and Child: A Study,Charcoal on paper,1970,0.318,0.254,Male,1906,1998,http://www.tate.org.uk/art/artworks/downton-the-nurse-and-child-a-study-t07390
12691,"Beuys, Joseph",Felt Suit,Felt,1970,1.7,0.6,Male,1921,1998,http://www.tate.org.uk/art/artworks/beuys-felt-suit-t07441
12692,"Self, Colin",Blackbird I,Etching on paper,1970,0.688,0.541,Male,1941,1999,http://www.tate.org.uk/art/artworks/self-blackbird-i-p78236
12693,"Self, Colin",Blackbird II,Etching on paper,1970,0.688,0.541,Male,1941,1999,http://www.tate.org.uk/art/artworks/self-blackbird-ii-p78237
12694,"Self, Colin",Shoe Trees,Etching on paper,1970,0.688,0.541,Male,1941,1999,http://www.tate.org.uk/art/artworks/self-shoe-trees-p78238
12695,"Self, Colin",Spaghetti,Etching on paper,1970,0.69,0.54,Male,1941,1999,http://www.tate.org.uk/art/artworks/self-spaghetti-p78239
12696,"Self, Colin",Willow,Etching on paper,1970,0.688,0.541,Male,1941,1999,http://www.tate.org.uk/art/artworks/self-willow-p78240
12697,"Self, Colin",Sand,Etching on paper,1970,0.688,0.541,Male,1941,1999,http://www.tate.org.uk/art/artworks/self-sand-p78241
12698,"Self, Colin",Nude,Etching on paper,1970,0.688,0.541,Male,1941,1999,http://www.tate.org.uk/art/artworks/self-nude-p78242
